Time (since start of data) [hrs],Fuel Cell Production [kW],Electrolyzer Consumption [kW],Stored Hydrogen [kg],External Hydrogen Load [kg],Curtiailed Hydrogen Potential [kg],Compression Power [kW],Compression Thermal Output [kW],Water Demand [kg],Electrolyzer H2 Production [kg],Charge (at end of timestep) [kWh],Fuel Cell Consumption [kg],Electrolyzer State of Health (at end of timestep) [ ],Fuel Cell State of Health (at end of timestep) [ ],Electrolyzer Operational Efficiency [ ],Fuel Cell State Operational Efficiency [ ],Capital Cost (actual),Operation and Maintenance Cost (actual),
4376,0,0,992.26,0,0,0,0,0,0,33042.3,0,0.973062,0.982902,0,0,0,0,
4377,0,0,992.26,0,0,0,0,0,0,33042.3,0,0.973062,0.982902,0,0,0,0,
4378,0,0,992.26,0,0,0,0,0,0,33042.3,0,0.973062,0.982902,0,0,0,0,
4379,0,270,996.686,0,0,12.1721,0,76.1234,4.42578,33189.6,0,0.973031,0.982902,0.540425,0,0,18.7303,
4380,0,204.199,1000,0,0,12.1717,0,58.82,3.41977,33300,0,0.973021,0.982902,0.54042,0,0,12.9822,
4381,0,0,1000,0,0,0,0,0,0,33300,0,0.973021,0.982902,0,0,0,0,
4382,0,0,1000,0,0,0,0,0,0,33300,0,0.973021,0.982902,0,0,0,0,
4383,0,0,1000,0,0,0,0,0,0,33300,0,0.973021,0.982902,0,0,0,0,
4384,0,0,1000,0,0,0,0,0,0,33300,0,0.973021,0.982902,0,0,0,0,
4385,0,0,1000,0,0,0,0,0,0,33300,0,0.973021,0.982902,0,0,0,0,
4386,0,0,1000,0,0,0,0,0,0,33300,0,0.973021,0.982902,0,0,0,0,
4387,0,0,1000,0,0,0,0,0,0,33300,0,0.973021,0.982902,0,0,0,0,
4388,0,0,1000,0,0,0,0,0,0,33300,0,0.973021,0.982902,0,0,0,0,
4389,0,0,1000,0,0,0,0,0,0,33300,0,0.973021,0.982902,0,0,0,0,
4390,90.5086,0,995.138,0,0,0,0,0,0,33138.1,4.86228,0.973021,0.982872,0,0.536806,0,5.43052,
4391,0,0,995.138,0,0,0,0,0,0,33138.1,0,0.973021,0.982872,0,0,0,0,
4392,0,0,995.138,0,0,0,0,0,0,33138.1,0,0.973021,0.982872,0,0,0,0,
4393,0,0,995.138,0,0,0,0,0,0,33138.1,0,0.973021,0.982872,0,0,0,0,
4394,0,0,995.138,0,0,0,0,0,0,33138.1,0,0.973021,0.982872,0,0,0,0,
4395,59.9342,0,991.986,0,0,0,0,0,0,33033.1,3.15153,0.973021,0.982841,0,0.53679,0,3.59605,
4396,54.4062,0,989.136,0,0,0,0,0,0,32938.2,2.84972,0.973021,0.982831,0,0.536784,0,3.26437,
4397,0,0,989.136,0,0,0,0,0,0,32938.2,0,0.973021,0.982831,0,0,0,0,
4398,0,223.247,992.852,0,0,12.1716,0,63.9106,3.71573,33062,0,0.97299,0.982831,0.540404,0,0,15.3053,
4399,0,292.325,997.608,0,0,12.1713,0,81.8046,4.75608,33220.4,0,0.97298,0.982831,0.540399,0,0,18.7303,
4400,0,147.38,1000,0,0,12.1711,0,43.2302,2.51338,33300,0,0.97297,0.982831,0.540393,0,0,9.57306,
4401,0,0,1000,0,0,0,0,0,0,33300,0,0.97297,0.982831,0,0,0,0,
4402,0,0,1000,0,0,0,0,0,0,33300,0,0.97297,0.982831,0,0,0,0,
4403,0,0,1000,0,0,0,0,0,0,33300,0,0.97297,0.982831,0,0,0,0,
4404,0,0,1000,0,0,0,0,0,0,33300,0,0.97297,0.982831,0,0,0,0,
4405,0,0,1000,0,0,0,0,0,0,33300,0,0.97297,0.982831,0,0,0,0,
4406,0,0,1000,0,0,0,0,0,0,33300,0,0.97297,0.982831,0,0,0,0,
4407,0,0,1000,0,0,0,0,0,0,33300,0,0.97297,0.982831,0,0,0,0,
4408,0,0,1000,0,0,0,0,0,0,33300,0,0.97297,0.982831,0,0,0,0,
4409,0,0,1000,0,0,0,0,0,0,33300,0,0.97297,0.982831,0,0,0,0,
4410,0,0,1000,0,0,0,0,0,0,33300,0,0.97297,0.982831,0,0,0,0,
4411,0,0,1000,0,0,0,0,0,0,33300,0,0.97297,0.982831,0,0,0,0,
4412,0,0,1000,0,0,0,0,0,0,33300,0,0.97297,0.982831,0,0,0,0,
4413,0,0,1000,0,0,0,0,0,0,33300,0,0.97297,0.982831,0,0,0,0,
4414,0,0,1000,0,0,0,0,0,0,33300,0,0.97297,0.982831,0,0,0,0,
4415,97.5665,0,994.733,0,0,0,0,0,0,33124.6,5.26749,0.97297,0.9828,0,0.536768,0,5.85399,
4416,90.2249,0,989.886,0,0,0,0,0,0,32963.2,4.84657,0.97297,0.98279,0,0.536763,0,5.4135,
4417,60.2748,0,986.715,0,0,0,0,0,0,32857.6,3.17046,0.97297,0.98278,0,0.536758,0,3.61649,
4418,96.6252,0,981.502,0,0,0,0,0,0,32684,5.21354,0.97297,0.98277,0,0.536752,0,5.79751,
4419,92.1998,0,976.542,0,0,0,0,0,0,32518.9,4.95959,0.97297,0.98276,0,0.536747,0,5.53199,
4420,0,0,976.542,0,0,0,0,0,0,32518.9,0,0.97297,0.98276,0,0,0,0,
4421,0,0,976.542,0,0,0,0,0,0,32518.9,0,0.97297,0.98276,0,0,0,0,
4422,0,129.822,978.769,0,0,12.171,0,38.2918,2.22626,32593,0,0.97294,0.98276,0.540377,0,0,8.88943,
4423,0,105.271,980.588,0,0,12.1707,0,31.2899,1.81918,32653.6,0,0.97293,0.98276,0.540372,0,0,7.04651,
4424,0,47.8295,981.429,0,0,12.1705,0,14.4719,0.841388,32681.6,0,0.97292,0.98276,0.540367,0,0,3.6,
4425,0,68.1408,982.62,0,0,12.1704,0,20.4885,1.19119,32721.3,0,0.97291,0.98276,0.540361,0,0,4.8472,
4426,0,127.06,984.801,0,0,12.1703,0,37.5076,2.18067,32793.9,0,0.9729,0.98276,0.540356,0,0,8.51361,
4427,0,282.706,989.415,0,0,12.1702,0,79.3589,4.61389,32947.5,0,0.97289,0.98276,0.540351,0,0,18.7302,
4428,0,298.271,994.258,0,0,12.1701,0,83.2954,4.84275,33108.8,0,0.97288,0.98276,0.540346,0,0,18.7302,
4429,0,299.827,999.123,0,0,12.1699,0,83.6858,4.86545,33270.8,0,0.97287,0.98276,0.54034,0,0,18.7302,
4430,0,54.0386,1000,0,0,12.1698,0,16.3184,0.948745,33300,0,0.97286,0.98276,0.540335,0,0,3.97251,
4431,0,0,1000,0,0,0,0,0,0,33300,0,0.97286,0.98276,0,0,0,0,
4432,0,0,1000,0,0,0,0,0,0,33300,0,0.97286,0.98276,0,0,0,0,
4433,0,0,1000,0,0,0,0,0,0,33300,0,0.97286,0.98276,0,0,0,0,
4434,0,0,1000,0,0,0,0,0,0,33300,0,0.97286,0.98276,0,0,0,0,
4435,0,0,1000,0,0,0,0,0,0,33300,0,0.97286,0.98276,0,0,0,0,
4436,111.587,0,993.917,0,0,0,0,0,0,33097.4,6.08322,0.97286,0.98273,0,0.536731,0,6.69523,
4437,131.494,0,986.65,0,0,0,0,0,0,32855.5,7.26631,0.97286,0.98272,0,0.536726,0,7.88964,
4438,84.9314,0,982.105,0,0,0,0,0,0,32704.1,4.54581,0.97286,0.98271,0,0.53672,0,5.09588,
4439,127.73,0,975.064,0,0,0,0,0,0,32469.6,7.04054,0.97286,0.9827,0,0.536715,0,7.66383,
4440,89.7361,0,970.245,0,0,0,0,0,0,32309.2,4.81915,0.97286,0.98269,0,0.53671,0,5.38417,
4441,0,0,970.245,0,0,0,0,0,0,32309.2,0,0.97286,0.98269,0,0,0,0,
4442,0,0,970.245,0,0,0,0,0,0,32309.2,0,0.97286,0.98269,0,0,0,0,
4443,0,0,970.245,0,0,0,0,0,0,32309.2,0,0.97286,0.98269,0,0,0,0,
4444,0,47.0677,971.073,0,0,12.1697,0,14.2437,0.828125,32336.7,0,0.972829,0.98269,0.540319,0,0,3.6,
4445,0,47.8185,971.914,0,0,12.1693,0,14.4672,0.841115,32364.7,0,0.972819,0.98269,0.540314,0,0,3.6,
4446,0,47.8306,972.756,0,0,12.1692,0,14.4706,0.841316,32392.8,0,0.972809,0.98269,0.540308,0,0,3.6,
4447,0,77.3279,974.103,0,0,12.1691,0,23.1823,1.34781,32437.6,0,0.972799,0.98269,0.540303,0,0,5.41714,
4448,0,277.733,978.643,0,0,12.169,0,78.0837,4.53975,32588.8,0,0.972789,0.98269,0.540298,0,0,18.7301,
4449,0,264.924,982.992,0,0,12.1689,0,74.7975,4.34869,32733.6,0,0.972779,0.98269,0.540293,0,0,16.6256,
4450,0,141.332,985.406,0,0,12.1688,0,41.5276,2.41439,32814,0,0.972769,0.98269,0.540287,0,0,9.21005,
4451,0,224.302,989.137,0,0,12.1686,0,64.1748,3.73109,32938.3,0,0.972759,0.98269,0.540282,0,0,14.604,
4452,0,230.763,992.968,0,0,12.1685,0,65.884,3.83047,33065.8,0,0.972749,0.98269,0.540277,0,0,14.6083,
4453,0,293.076,997.734,0,0,12.1684,0,81.9752,4.766,33224.5,0,0.972739,0.98269,0.540272,0,0,18.7301,
4454,0,139.684,1000,0,0,12.1683,0,41.0631,2.38739,33300,0,0.972729,0.98269,0.540266,0,0,9.11112,
4455,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4456,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4457,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4458,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4459,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4460,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4461,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4462,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4463,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4464,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4465,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4466,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4467,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4468,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4469,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4470,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4471,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4472,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4473,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4474,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4475,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4476,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4477,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4478,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4479,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4480,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4481,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4482,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4483,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4484,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4485,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4486,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4487,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4488,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4489,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4490,0,0,1000,0,0,0,0,0,0,33300,0,0.972729,0.98269,0,0,0,0,
4491,72.6953,0,996.142,0,0,0,0,0,0,33171.5,3.85783,0.972729,0.982659,0,0.536694,0,4.36172,
4492,77.8933,0,991.993,0,0,0,0,0,0,33033.4,4.14891,0.972729,0.982649,0,0.536688,0,4.6736,
4493,41.0077,0,989.865,0,0,0,0,0,0,32962.5,2.12783,0.972729,0.982639,0,0.536683,0,2.46046,
4494,0,0,989.865,0,0,0,0,0,0,32962.5,0,0.972729,0.982639,0,0,0,0,
4495,0,0,989.865,0,0,0,0,0,0,32962.5,0,0.972729,0.982639,0,0,0,0,
4496,0,0,989.865,0,0,0,0,0,0,32962.5,0,0.972729,0.982639,0,0,0,0,
4497,0,0,989.865,0,0,0,0,0,0,32962.5,0,0.972729,0.982639,0,0,0,0,
4498,0,270,994.29,0,0,12.1682,0,76.0987,4.42434,33109.8,0,0.972698,0.982639,0.54025,0,0,18.7301,
4499,0,297,999.113,0,0,12.1678,0,82.9602,4.82327,33270.5,0,0.972688,0.982639,0.540245,0,0,18.7301,
4500,0,54.6714,1000,0,0,12.1677,0,16.5034,0.959498,33300,0,0.972678,0.982639,0.54024,0,0,4.01034,
4501,0,0,1000,0,0,0,0,0,0,33300,0,0.972678,0.982639,0,0,0,0,
4502,0,0,1000,0,0,0,0,0,0,33300,0,0.972678,0.982639,0,0,0,0,
4503,0,0,1000,0,0,0,0,0,0,33300,0,0.972678,0.982639,0,0,0,0,
4504,0,0,1000,0,0,0,0,0,0,33300,0,0.972678,0.982639,0,0,0,0,
4505,0,0,1000,0,0,0,0,0,0,33300,0,0.972678,0.982639,0,0,0,0,
4506,0,0,1000,0,0,0,0,0,0,33300,0,0.972678,0.982639,0,0,0,0,
4507,0,0,1000,0,0,0,0,0,0,33300,0,0.972678,0.982639,0,0,0,0,
4508,0,0,1000,0,0,0,0,0,0,33300,0,0.972678,0.982639,0,0,0,0,
4509,0,0,1000,0,0,0,0,0,0,33300,0,0.972678,0.982639,0,0,0,0,
4510,0,0,1000,0,0,0,0,0,0,33300,0,0.972678,0.982639,0,0,0,0,
4511,0,0,1000,0,0,0,0,0,0,33300,0,0.972678,0.982639,0,0,0,0,
4512,0,0,1000,0,0,0,0,0,0,33300,0,0.972678,0.982639,0,0,0,0,
4513,0,0,1000,0,0,0,0,0,0,33300,0,0.972678,0.982639,0,0,0,0,
4514,114.178,0,993.764,0,0,0,0,0,0,33092.3,6.23624,0.972678,0.982608,0,0.536667,0,6.85068,
4515,81.9205,0,989.388,0,0,0,0,0,0,32946.6,4.37594,0.972678,0.982598,0,0.536662,0,4.91523,
4516,61.5031,0,986.149,0,0,0,0,0,0,32838.8,3.23849,0.972678,0.982588,0,0.536656,0,3.69019,
4517,0,0,986.149,0,0,0,0,0,0,32838.8,0,0.972678,0.982588,0,0,0,0,
4518,0,0,986.149,0,0,0,0,0,0,32838.8,0,0.972678,0.982588,0,0,0,0,
4519,0,0,986.149,0,0,0,0,0,0,32838.8,0,0.972678,0.982588,0,0,0,0,
4520,0,270,990.573,0,0,12.1676,0,76.095,4.42413,32986.1,0,0.972648,0.982588,0.540224,0,0,18.7301,
4521,0,297,995.396,0,0,12.1672,0,82.9561,4.82303,33146.7,0,0.972638,0.982588,0.540218,0,0,18.73,
4522,0,283.769,1000,0,0,12.1671,0,79.6089,4.62842,33300,0,0.972628,0.982588,0.540213,0,0,17.7561,
4523,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4524,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4525,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4526,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4527,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4528,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4529,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4530,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4531,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4532,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4533,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4534,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4535,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4536,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4537,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4538,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4539,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4540,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4541,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4542,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4543,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4544,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4545,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4546,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4547,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4548,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4549,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4550,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4551,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4552,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4553,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4554,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4555,0,0,1000,0,0,0,0,0,0,33300,0,0.972628,0.982588,0,0,0,0,
4556,50.7447,0,997.348,0,0,0,0,0,0,33211.7,2.65166,0.972628,0.982557,0,0.53664,0,3.04468,
4557,118.058,0,990.883,0,0,0,0,0,0,32996.4,6.46577,0.972628,0.982547,0,0.536635,0,7.08348,
4558,148.46,0,982.583,0,0,0,0,0,0,32720,8.29926,0.972628,0.982537,0,0.53663,0,8.90759,
4559,150,0,974.189,0,0,0,0,0,0,32440.5,8.39407,0.972628,0.982527,0,0.536624,0,9,
4560,150,0,965.795,0,0,0,0,0,0,32161,8.39415,0.972628,0.982517,0,0.536619,0,9,
4561,0,47.0704,966.623,0,0,12.167,0,14.2413,0.827984,32188.5,0,0.972597,0.982517,0.540197,0,0,3.6,
4562,0,47.8212,967.464,0,0,12.1666,0,14.4647,0.840973,32216.6,0,0.972587,0.982517,0.540192,0,0,3.6,
4563,0,37.5725,968.127,0,0,12.1665,0,11.4004,0.662816,32238.6,0,0.972577,0.982517,0.540186,0,0,2.98434,
4564,103.098,0,962.538,0,0,0,0,0,0,32052.5,5.58914,0.972577,0.982487,0,0.536603,0,6.18589,
4565,84.4376,0,958.019,0,0,0,0,0,0,31902,4.51886,0.972577,0.982477,0,0.536598,0,5.06625,
4566,51.695,0,955.315,0,0,0,0,0,0,31812,2.70345,0.972577,0.982467,0,0.536592,0,3.1017,
4567,0,0,955.315,0,0,0,0,0,0,31812,0,0.972577,0.982467,0,0,0,0,
4568,0,0,955.315,0,0,0,0,0,0,31812,0,0.972577,0.982467,0,0,0,0,
4569,0,270,959.739,0,0,12.1664,0,76.0874,4.42369,31959.3,0,0.972546,0.982467,0.54017,0,0,18.73,
4570,0,297,964.562,0,0,12.166,0,82.9479,4.82255,32119.9,0,0.972536,0.982467,0.540165,0,0,18.73,
4571,0,299.7,969.424,0,0,12.1659,0,83.6259,4.86197,32281.8,0,0.972526,0.982467,0.54016,0,0,18.73,
4572,0,299.97,974.289,0,0,12.1658,0,83.6929,4.86587,32443.8,0,0.972516,0.982467,0.540155,0,0,18.7299,
4573,0,299.997,979.156,0,0,12.1656,0,83.6989,4.86621,32605.9,0,0.972506,0.982467,0.540149,0,0,18.7299,
4574,0,300,984.022,0,0,12.1655,0,83.6987,4.86621,32767.9,0,0.972496,0.982467,0.540144,0,0,18.7299,
4575,0,300,988.888,0,0,12.1654,0,83.698,4.86616,32930,0,0.972486,0.982467,0.540139,0,0,18.7299,
4576,0,300,993.754,0,0,12.1653,0,83.6972,4.86611,33092,0,0.972476,0.982467,0.540133,0,0,18.7299,
4577,0,300,998.62,0,0,12.1652,0,83.6964,4.86607,33254.1,0,0.972466,0.982467,0.540128,0,0,18.7299,
4578,0,85.0639,1000,0,0,12.1651,0,25.4318,1.47859,33300,0,0.972456,0.982467,0.540123,0,0,5.83374,
4579,0,0,1000,0,0,0,0,0,0,33300,0,0.972456,0.982467,0,0,0,0,
4580,0,0,1000,0,0,0,0,0,0,33300,0,0.972456,0.982467,0,0,0,0,
4581,0,0,1000,0,0,0,0,0,0,33300,0,0.972456,0.982467,0,0,0,0,
4582,0,0,1000,0,0,0,0,0,0,33300,0,0.972456,0.982467,0,0,0,0,
4583,0,0,1000,0,0,0,0,0,0,33300,0,0.972456,0.982467,0,0,0,0,
4584,0,0,1000,0,0,0,0,0,0,33300,0,0.972456,0.982467,0,0,0,0,
4585,0,0,1000,0,0,0,0,0,0,33300,0,0.972456,0.982467,0,0,0,0,
4586,0,0,1000,0,0,0,0,0,0,33300,0,0.972456,0.982467,0,0,0,0,
4587,62.6975,0,996.695,0,0,0,0,0,0,33190,3.30461,0.972456,0.982436,0,0.536576,0,3.76185,
4588,69.6344,0,993.007,0,0,0,0,0,0,33067.1,3.68836,0.972456,0.982426,0,0.536571,0,4.17806,
4589,0,0,993.007,0,0,0,0,0,0,33067.1,0,0.972456,0.982426,0,0,0,0,
4590,0,0,993.007,0,0,0,0,0,0,33067.1,0,0.972456,0.982426,0,0,0,0,
4591,0,0,993.007,0,0,0,0,0,0,33067.1,0,0.972456,0.982426,0,0,0,0,
4592,0,270,997.43,0,0,12.1649,0,76.0785,4.42317,33214.4,0,0.972426,0.982426,0.540107,0,0,18.7299,
4593,0,158.44,1000,0,0,12.1646,0,46.2863,2.69106,33300,0,0.972416,0.982426,0.540102,0,0,10.2363,
4594,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4595,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4596,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4597,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4598,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4599,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4600,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4601,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4602,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4603,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4604,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4605,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4606,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4607,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4608,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4609,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4610,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4611,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4612,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4613,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4614,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4615,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4616,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4617,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4618,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4619,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4620,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4621,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4622,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4623,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4624,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4625,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4626,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4627,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4628,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4629,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4630,0,0,1000,0,0,0,0,0,0,33300,0,0.972416,0.982426,0,0,0,0,
4631,69.1352,0,996.339,0,0,0,0,0,0,33178.1,3.66067,0.972416,0.982395,0,0.536555,0,4.14811,
4632,102.931,0,990.759,0,0,0,0,0,0,32992.3,5.58009,0.972416,0.982385,0,0.536549,0,6.17586,
4633,54.0464,0,987.928,0,0,0,0,0,0,32898,2.83141,0.972416,0.982375,0,0.536544,0,3.24278,
4634,53.6778,0,985.116,0,0,0,0,0,0,32804.4,2.81139,0.972416,0.982365,0,0.536539,0,3.22067,
4635,107.869,0,979.249,0,0,0,0,0,0,32609,5.86787,0.972416,0.982355,0,0.536534,0,6.47217,
4636,108.954,0,973.317,0,0,0,0,0,0,32411.5,5.93136,0.972416,0.982345,0,0.536528,0,6.53726,
4637,107.648,0,967.462,0,0,0,0,0,0,32216.5,5.85504,0.972416,0.982335,0,0.536523,0,6.45888,
4638,85.067,0,962.907,0,0,0,0,0,0,32064.8,4.55522,0.972416,0.982325,0,0.536518,0,5.10402,
4639,0,47.0728,963.735,0,0,12.1645,0,14.2391,0.827855,32092.4,0,0.972385,0.982325,0.540085,0,0,3.6,
4640,0,47.8237,964.576,0,0,12.1641,0,14.4625,0.840842,32120.4,0,0.972375,0.982325,0.54008,0,0,3.6,
